,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
10262,distance,0,astonishing,three,yards,adj-ambig,num-num,noun-distance,He drove an astonishing three yards., good,0.9957173740094577
10263,distance,0,astonishing,three,blocks,adj-ambig,num-num,noun-distance,He drove an astonishing three blocks., good,0.9978799654544939
10264,distance,0,astonishing,three,steps,adj-ambig,num-num,noun-distance,He drove an astonishing three steps., good,0.9778889827119976
10265,distance,0,astonishing,five,meters,adj-ambig,num-num,noun-distance,He drove an astonishing five meters., good,0.9967453825869255
10266,distance,0,astonishing,five,feet,adj-ambig,num-num,noun-distance,He drove an astonishing five feet., good,0.9870378073136143
10267,distance,0,astonishing,five,yards,adj-ambig,num-num,noun-distance,He drove an astonishing five yards., good,0.9982266292833166
10268,distance,0,astonishing,five,blocks,adj-ambig,num-num,noun-distance,He drove an astonishing five blocks., good,0.999000775657451
10269,distance,0,astonishing,five,steps,adj-ambig,num-num,noun-distance,He drove an astonishing five steps., good,0.9907933877864206
10270,distance,0,astonishing,twenty,meters,adj-ambig,num-num,noun-distance,He drove an astonishing twenty meters., good,0.9975262697259812
10271,distance,0,astonishing,twenty,feet,adj-ambig,num-num,noun-distance,He drove an astonishing twenty feet., good,0.9977987857332175
10272,distance,0,astonishing,twenty,yards,adj-ambig,num-num,noun-distance,He drove an astonishing twenty yards., good,0.9989757436090354
10273,distance,0,astonishing,twenty,blocks,adj-ambig,num-num,noun-distance,He drove an astonishing twenty blocks., good,0.9988933091345231
10274,distance,0,astonishing,twenty,steps,adj-ambig,num-num,noun-distance,He drove an astonishing twenty steps., good,0.9988110531580262
10275,distance,0,incredible,three,meters,adj-ambig,num-num,noun-distance,He drove an incredible three meters., good,0.8943894073090438
10276,distance,0,incredible,three,feet,adj-ambig,num-num,noun-distance,He drove an incredible three feet., good,0.9052995948790127
10277,distance,0,incredible,three,yards,adj-ambig,num-num,noun-distance,He drove an incredible three yards., good,0.9763122777824251
10278,distance,0,incredible,three,blocks,adj-ambig,num-num,noun-distance,He drove an incredible three blocks., good,0.9829797472974116
10279,distance,0,incredible,three,steps,adj-ambig,num-num,noun-distance,He drove an incredible three steps., good,0.7125391649494005
10280,distance,0,incredible,five,meters,adj-ambig,num-num,noun-distance,He drove an incredible five meters., good,0.9705042055476786
10281,distance,0,incredible,five,feet,adj-ambig,num-num,noun-distance,He drove an incredible five feet., good,0.947895046783427
10282,distance,0,incredible,five,yards,adj-ambig,num-num,noun-distance,He drove an incredible five yards., good,0.9876206830405515
10283,distance,0,incredible,five,blocks,adj-ambig,num-num,noun-distance,He drove an incredible five blocks., good,0.9941020799218556
10284,distance,0,incredible,five,steps,adj-ambig,num-num,noun-distance,He drove an incredible five steps., good,0.8599889832423059
10285,distance,0,incredible,twenty,meters,adj-ambig,num-num,noun-distance,He drove an incredible twenty meters., good,0.9905998542114273
10286,distance,0,incredible,twenty,feet,adj-ambig,num-num,noun-distance,He drove an incredible twenty feet., good,0.9767385018125435
10287,distance,0,incredible,twenty,yards,adj-ambig,num-num,noun-distance,He drove an incredible twenty yards., good,0.9970783357923573
10288,distance,0,incredible,twenty,blocks,adj-ambig,num-num,noun-distance,He drove an incredible twenty blocks., good,0.9965519033857999
10289,distance,0,incredible,twenty,steps,adj-ambig,num-num,noun-distance,He drove an incredible twenty steps., good,0.9896353282658452
10290,distance,0,impressive,three,meters,adj-ambig,num-num,noun-distance,He drove an impressive three meters., good,0.8459737484993254
10291,distance,0,impressive,three,feet,adj-ambig,num-num,noun-distance,He drove an impressive three feet., good,0.7996981380161087
10292,distance,0,impressive,three,yards,adj-ambig,num-num,noun-distance,He drove an impressive three yards., good,0.845758577065997
10293,distance,0,impressive,three,blocks,adj-ambig,num-num,noun-distance,He drove an impressive three blocks., good,0.9808921551971702
10294,distance,0,impressive,three,steps,adj-ambig,num-num,noun-distance,He drove an impressive three steps., bad,0.44049764940678937
10295,distance,0,impressive,five,meters,adj-ambig,num-num,noun-distance,He drove an impressive five meters., good,0.96034090325378
10296,distance,0,impressive,five,feet,adj-ambig,num-num,noun-distance,He drove an impressive five feet., good,0.8658569922726199
10297,distance,0,impressive,five,yards,adj-ambig,num-num,noun-distance,He drove an impressive five yards., good,0.9346065690608832
10298,distance,0,impressive,five,blocks,adj-ambig,num-num,noun-distance,He drove an impressive five blocks., good,0.9962849911836523
10299,distance,0,impressive,five,steps,adj-ambig,num-num,noun-distance,He drove an impressive five steps., good,0.6898995166769774
10300,distance,0,impressive,twenty,meters,adj-ambig,num-num,noun-distance,He drove an impressive twenty meters., good,0.9887243263522191
10301,distance,0,impressive,twenty,feet,adj-ambig,num-num,noun-distance,He drove an impressive twenty feet., good,0.9460567843422174
10302,distance,0,impressive,twenty,yards,adj-ambig,num-num,noun-distance,He drove an impressive twenty yards., good,0.994176166251105
10303,distance,0,impressive,twenty,blocks,adj-ambig,num-num,noun-distance,He drove an impressive twenty blocks., good,0.99816237390616
10304,distance,0,impressive,twenty,steps,adj-ambig,num-num,noun-distance,He drove an impressive twenty steps., good,0.97680496233794
10305,distance,0,disappointing,three,meters,adj-ambig,num-num,noun-distance,He drove a disappointing three meters., good,0.9475110119332043
10306,distance,0,disappointing,three,feet,adj-ambig,num-num,noun-distance,He drove a disappointing three feet., good,0.936673083157344
10307,distance,0,disappointing,three,yards,adj-ambig,num-num,noun-distance,He drove a disappointing three yards., good,0.9774853426172505
10308,distance,0,disappointing,three,blocks,adj-ambig,num-num,noun-distance,He drove a disappointing three blocks., good,0.9767638924599117
10309,distance,0,disappointing,three,steps,adj-ambig,num-num,noun-distance,He drove a disappointing three steps., good,0.908935585819823
10310,distance,0,disappointing,five,meters,adj-ambig,num-num,noun-distance,He drove a disappointing five meters., good,0.9803447494758297
10311,distance,0,disappointing,five,feet,adj-ambig,num-num,noun-distance,He drove a disappointing five feet., good,0.9808661059901006
10312,distance,0,disappointing,five,yards,adj-ambig,num-num,noun-distance,He drove a disappointing five yards., good,0.9809839454942263
10313,distance,0,disappointing,five,blocks,adj-ambig,num-num,noun-distance,He drove a disappointing five blocks., good,0.9881193963771961
10314,distance,0,disappointing,five,steps,adj-ambig,num-num,noun-distance,He drove a disappointing five steps., good,0.9588047042888658
10315,distance,0,disappointing,twenty,meters,adj-ambig,num-num,noun-distance,He drove a disappointing twenty meters., good,0.9699057840960494
10316,distance,0,disappointing,twenty,feet,adj-ambig,num-num,noun-distance,He drove a disappointing twenty feet., good,0.9625256402059512
10317,distance,0,disappointing,twenty,yards,adj-ambig,num-num,noun-distance,He drove a disappointing twenty yards., good,0.9771841006930491
10318,distance,0,disappointing,twenty,blocks,adj-ambig,num-num,noun-distance,He drove a disappointing twenty blocks., good,0.9791431152477841
10319,distance,0,disappointing,twenty,steps,adj-ambig,num-num,noun-distance,He drove a disappointing twenty steps., good,0.97509278149897
10320,distance,0,surprising,three,meters,adj-ambig,num-num,noun-distance,He drove a surprising three meters., good,0.9769120690129255
10321,distance,0,surprising,three,feet,adj-ambig,num-num,noun-distance,He drove a surprising three feet., good,0.910137820354287
10322,distance,0,surprising,three,yards,adj-ambig,num-num,noun-distance,He drove a surprising three yards., good,0.9888848449330814
10323,distance,0,surprising,three,blocks,adj-ambig,num-num,noun-distance,He drove a surprising three blocks., good,0.9933901001317779
10324,distance,0,surprising,three,steps,adj-ambig,num-num,noun-distance,He drove a surprising three steps., good,0.897923072245805
10325,distance,0,surprising,five,meters,adj-ambig,num-num,noun-distance,He drove a surprising five meters., good,0.9871539184127333
10326,distance,0,surprising,five,feet,adj-ambig,num-num,noun-distance,He drove a surprising five feet., good,0.9537611392770347
10327,distance,0,surprising,five,yards,adj-ambig,num-num,noun-distance,He drove a surprising five yards., good,0.993503944193158
10328,distance,0,surprising,five,blocks,adj-ambig,num-num,noun-distance,He drove a surprising five blocks., good,0.9970156326042934
10329,distance,0,surprising,five,steps,adj-ambig,num-num,noun-distance,He drove a surprising five steps., good,0.9777388354752956
10330,distance,0,surprising,twenty,meters,adj-ambig,num-num,noun-distance,He drove a surprising twenty meters., good,0.993311719480275
10331,distance,0,surprising,twenty,feet,adj-ambig,num-num,noun-distance,He drove a surprising twenty feet., good,0.993817048600303
10332,distance,0,surprising,twenty,yards,adj-ambig,num-num,noun-distance,He drove a surprising twenty yards., good,0.9975792577336725
10333,distance,0,surprising,twenty,blocks,adj-ambig,num-num,noun-distance,He drove a surprising twenty blocks., good,0.998183712450207
10334,distance,0,surprising,twenty,steps,adj-ambig,num-num,noun-distance,He drove a surprising twenty steps., good,0.9946596207978088
10335,distance,0,devastating,three,meters,adj-ambig,num-num,noun-distance,He drove a devastating three meters., good,0.7764397509019741
10336,distance,0,devastating,three,feet,adj-ambig,num-num,noun-distance,He drove a devastating three feet., bad,0.3661603661533208
10337,distance,0,devastating,three,yards,adj-ambig,num-num,noun-distance,He drove a devastating three yards., good,0.8729318241056291
10338,distance,0,devastating,three,blocks,adj-ambig,num-num,noun-distance,He drove a devastating three blocks., good,0.9790091228066476
10339,distance,0,devastating,three,steps,adj-ambig,num-num,noun-distance,He drove a devastating three steps., good,0.5080217842201225
10340,distance,0,devastating,five,meters,adj-ambig,num-num,noun-distance,He drove a devastating five meters., good,0.970544139705804
10341,distance,0,devastating,five,feet,adj-ambig,num-num,noun-distance,He drove a devastating five feet., good,0.6987145215290645
10342,distance,0,devastating,five,yards,adj-ambig,num-num,noun-distance,He drove a devastating five yards., good,0.9567235985383544
10343,distance,0,devastating,five,blocks,adj-ambig,num-num,noun-distance,He drove a devastating five blocks., good,0.9895190984639602
10344,distance,0,devastating,five,steps,adj-ambig,num-num,noun-distance,He drove a devastating five steps., good,0.9176477468762171
10345,distance,0,devastating,twenty,meters,adj-ambig,num-num,noun-distance,He drove a devastating twenty meters., good,0.9731118905315919
10346,distance,0,devastating,twenty,feet,adj-ambig,num-num,noun-distance,He drove a devastating twenty feet., good,0.9148133660881405
10347,distance,0,devastating,twenty,yards,adj-ambig,num-num,noun-distance,He drove a devastating twenty yards., good,0.9894734401376141
10348,distance,0,devastating,twenty,blocks,adj-ambig,num-num,noun-distance,He drove a devastating twenty blocks., good,0.9865329550953922
10349,distance,0,devastating,twenty,steps,adj-ambig,num-num,noun-distance,He drove a devastating twenty steps., good,0.980805787521902
10350,distance,0,pathetic,three,meters,adj-ambig,num-num,noun-distance,He drove a pathetic three meters., good,0.9428113682756666
10351,distance,0,pathetic,three,feet,adj-ambig,num-num,noun-distance,He drove a pathetic three feet., good,0.9349569907026039
10352,distance,0,pathetic,three,yards,adj-ambig,num-num,noun-distance,He drove a pathetic three yards., good,0.9608526131347694
10353,distance,0,pathetic,three,blocks,adj-ambig,num-num,noun-distance,He drove a pathetic three blocks., good,0.9605522639303451
10354,distance,0,pathetic,three,steps,adj-ambig,num-num,noun-distance,He drove a pathetic three steps., good,0.9139696762936149
10355,distance,0,pathetic,five,meters,adj-ambig,num-num,noun-distance,He drove a pathetic five meters., good,0.9628525732742145
10356,distance,0,pathetic,five,feet,adj-ambig,num-num,noun-distance,He drove a pathetic five feet., good,0.9385060279631644
10357,distance,0,pathetic,five,yards,adj-ambig,num-num,noun-distance,He drove a pathetic five yards., good,0.960886887358757
10358,distance,0,pathetic,five,blocks,adj-ambig,num-num,noun-distance,He drove a pathetic five blocks., good,0.9597669062423076
10359,distance,0,pathetic,five,steps,adj-ambig,num-num,noun-distance,He drove a pathetic five steps., good,0.9677958264904598
10360,distance,0,pathetic,twenty,meters,adj-ambig,num-num,noun-distance,He drove a pathetic twenty meters., good,0.9235262271655303
10361,distance,0,pathetic,twenty,feet,adj-ambig,num-num,noun-distance,He drove a pathetic twenty feet., good,0.9346426324857242
10362,distance,0,pathetic,twenty,yards,adj-ambig,num-num,noun-distance,He drove a pathetic twenty yards., good,0.9419206345737766
10363,distance,0,pathetic,twenty,blocks,adj-ambig,num-num,noun-distance,He drove a pathetic twenty blocks., good,0.943504149685853
10364,distance,0,pathetic,twenty,steps,adj-ambig,num-num,noun-distance,He drove a pathetic twenty steps., good,0.9473965074092187
10365,distance,0,remarkable,three,meters,adj-ambig,num-num,noun-distance,He drove a remarkable three meters., good,0.9365832558328174
10366,distance,0,remarkable,three,feet,adj-ambig,num-num,noun-distance,He drove a remarkable three feet., good,0.900314709102453
10367,distance,0,remarkable,three,yards,adj-ambig,num-num,noun-distance,He drove a remarkable three yards., good,0.983821658222437
10368,distance,0,remarkable,three,blocks,adj-ambig,num-num,noun-distance,He drove a remarkable three blocks., good,0.986094562801444
10369,distance,0,remarkable,three,steps,adj-ambig,num-num,noun-distance,He drove a remarkable three steps., good,0.6909832125071219
10370,distance,0,remarkable,five,meters,adj-ambig,num-num,noun-distance,He drove a remarkable five meters., good,0.9890045903151239
10371,distance,0,remarkable,five,feet,adj-ambig,num-num,noun-distance,He drove a remarkable five feet., good,0.9607341184891139
10372,distance,0,remarkable,five,yards,adj-ambig,num-num,noun-distance,He drove a remarkable five yards., good,0.9956169965192274
10373,distance,0,remarkable,five,blocks,adj-ambig,num-num,noun-distance,He drove a remarkable five blocks., good,0.9976202055115309
10374,distance,0,remarkable,five,steps,adj-ambig,num-num,noun-distance,He drove a remarkable five steps., good,0.9319413457701227
10375,distance,0,remarkable,twenty,meters,adj-ambig,num-num,noun-distance,He drove a remarkable twenty meters., good,0.9939426948935218
